"","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"3242","2017M11","Índice","03 Vestido y calzado",107.568
"3243","2017M10","Índice","03 Vestido y calzado",102.406
"3244","2017M09","Índice","03 Vestido y calzado",92.213
"3245","2017M08","Índice","03 Vestido y calzado",87.611
"3246","2017M07","Índice","03 Vestido y calzado",88.672
"3247","2017M06","Índice","03 Vestido y calzado",101.49
"3248","2017M05","Índice","03 Vestido y calzado",102.698
"3249","2017M04","Índice","03 Vestido y calzado",100.257
"3250","2017M03","Índice","03 Vestido y calzado",91.013
"3251","2017M02","Índice","03 Vestido y calzado",87.366
"3252","2017M01","Índice","03 Vestido y calzado",88.806
"3253","2016M12","Índice","03 Vestido y calzado",104.884
"3254","2016M11","Índice","03 Vestido y calzado",107.132
"3255","2016M10","Índice","03 Vestido y calzado",101.913
"3256","2016M09","Índice","03 Vestido y calzado",91.653
"3257","2016M08","Índice","03 Vestido y calzado",87.209
"3258","2016M07","Índice","03 Vestido y calzado",88.323
"3259","2016M06","Índice","03 Vestido y calzado",101.335
"3260","2016M05","Índice","03 Vestido y calzado",102.544
"3261","2016M04","Índice","03 Vestido y calzado",99.927
"3262","2016M03","Índice","03 Vestido y calzado",90.317
"3263","2016M02","Índice","03 Vestido y calzado",86.629
"3264","2016M01","Índice","03 Vestido y calzado",88.056
"3265","2015M12","Índice","03 Vestido y calzado",103.993
"3266","2015M11","Índice","03 Vestido y calzado",106.155
"3267","2015M10","Índice","03 Vestido y calzado",101.023
"3268","2015M09","Índice","03 Vestido y calzado",90.95
"3269","2015M08","Índice","03 Vestido y calzado",86.643
"3270","2015M07","Índice","03 Vestido y calzado",87.77
"3271","2015M06","Índice","03 Vestido y calzado",100.795
"3272","2015M05","Índice","03 Vestido y calzado",101.994
"3273","2015M04","Índice","03 Vestido y calzado",99.453
"3274","2015M03","Índice","03 Vestido y calzado",89.938
"3275","2015M02","Índice","03 Vestido y calzado",86.243
"3276","2015M01","Índice","03 Vestido y calzado",87.723
"3277","2014M12","Índice","03 Vestido y calzado",103.425
"3278","2014M11","Índice","03 Vestido y calzado",105.568
"3279","2014M10","Índice","03 Vestido y calzado",100.453
"3280","2014M09","Índice","03 Vestido y calzado",90.501
"3281","2014M08","Índice","03 Vestido y calzado",86.237
"3282","2014M07","Índice","03 Vestido y calzado",87.344
"3283","2014M06","Índice","03 Vestido y calzado",100.324
"3284","2014M05","Índice","03 Vestido y calzado",101.614
"3285","2014M04","Índice","03 Vestido y calzado",99.308
"3286","2014M03","Índice","03 Vestido y calzado",89.992
"3287","2014M02","Índice","03 Vestido y calzado",86.352
"3288","2014M01","Índice","03 Vestido y calzado",87.838
"3289","2013M12","Índice","03 Vestido y calzado",103.189
"3290","2013M11","Índice","03 Vestido y calzado",105.198
"3291","2013M10","Índice","03 Vestido y calzado",100.158
"3292","2013M09","Índice","03 Vestido y calzado",90.429
"3293","2013M08","Índice","03 Vestido y calzado",86.476
"3294","2013M07","Índice","03 Vestido y calzado",87.537
"3295","2013M06","Índice","03 Vestido y calzado",100.109
"3296","2013M05","Índice","03 Vestido y calzado",101.191
"3297","2013M04","Índice","03 Vestido y calzado",99
"3298","2013M03","Índice","03 Vestido y calzado",89.92
"3299","2013M02","Índice","03 Vestido y calzado",86.457
"3300","2013M01","Índice","03 Vestido y calzado",88.03
"3301","2012M12","Índice","03 Vestido y calzado",103.207
"3302","2012M11","Índice","03 Vestido y calzado",104.886
"3303","2012M10","Índice","03 Vestido y calzado",99.811
"3304","2012M09","Índice","03 Vestido y calzado",90.362
"3305","2012M08","Índice","03 Vestido y calzado",86.829
"3306","2012M07","Índice","03 Vestido y calzado",87.813
"3307","2012M06","Índice","03 Vestido y calzado",99.987
"3308","2012M05","Índice","03 Vestido y calzado",100.917
"3309","2012M04","Índice","03 Vestido y calzado",98.799
"3310","2012M03","Índice","03 Vestido y calzado",89.912
"3311","2012M02","Índice","03 Vestido y calzado",86.579
"3312","2012M01","Índice","03 Vestido y calzado",88.118
"3313","2011M12","Índice","03 Vestido y calzado",102.943
"3314","2011M11","Índice","03 Vestido y calzado",104.391
"3315","2011M10","Índice","03 Vestido y calzado",99.429
"3316","2011M09","Índice","03 Vestido y calzado",90.182
"3317","2011M08","Índice","03 Vestido y calzado",86.828
"3318","2011M07","Índice","03 Vestido y calzado",87.646
"3319","2011M06","Índice","03 Vestido y calzado",99.601
"3320","2011M05","Índice","03 Vestido y calzado",100.388
"3321","2011M04","Índice","03 Vestido y calzado",98.358
"3322","2011M03","Índice","03 Vestido y calzado",89.769
"3323","2011M02","Índice","03 Vestido y calzado",86.613
"3324","2011M01","Índice","03 Vestido y calzado",88.027
"3325","2010M12","Índice","03 Vestido y calzado",102.616
"3326","2010M11","Índice","03 Vestido y calzado",103.878
"3327","2010M10","Índice","03 Vestido y calzado",99.114
"3328","2010M09","Índice","03 Vestido y calzado",90.234
"3329","2010M08","Índice","03 Vestido y calzado",87.019
"3330","2010M07","Índice","03 Vestido y calzado",87.683
"3331","2010M06","Índice","03 Vestido y calzado",99.245
"3332","2010M05","Índice","03 Vestido y calzado",99.884
"3333","2010M04","Índice","03 Vestido y calzado",97.958
"3334","2010M03","Índice","03 Vestido y calzado",89.457
"3335","2010M02","Índice","03 Vestido y calzado",86.342
"3336","2010M01","Índice","03 Vestido y calzado",87.656
"3337","2009M12","Índice","03 Vestido y calzado",102.016
"3338","2009M11","Índice","03 Vestido y calzado",103.287
"3339","2009M10","Índice","03 Vestido y calzado",98.864
"3340","2009M09","Índice","03 Vestido y calzado",90.242
"3341","2009M08","Índice","03 Vestido y calzado",87.09
"3342","2009M07","Índice","03 Vestido y calzado",87.829
"3343","2009M06","Índice","03 Vestido y calzado",99.6
"3344","2009M05","Índice","03 Vestido y calzado",100.4
"3345","2009M04","Índice","03 Vestido y calzado",98.862
"3346","2009M03","Índice","03 Vestido y calzado",90.366
"3347","2009M02","Índice","03 Vestido y calzado",87.408
"3348","2009M01","Índice","03 Vestido y calzado",88.671
"3349","2008M12","Índice","03 Vestido y calzado",102.866
"3350","2008M11","Índice","03 Vestido y calzado",104.181
"3351","2008M10","Índice","03 Vestido y calzado",100.781
"3352","2008M09","Índice","03 Vestido y calzado",92.282
"3353","2008M08","Índice","03 Vestido y calzado",89.07
"3354","2008M07","Índice","03 Vestido y calzado",89.688
"3355","2008M06","Índice","03 Vestido y calzado",101.151
"3356","2008M05","Índice","03 Vestido y calzado",101.918
"3357","2008M04","Índice","03 Vestido y calzado",100.602
"3358","2008M03","Índice","03 Vestido y calzado",92.039
"3359","2008M02","Índice","03 Vestido y calzado",89.011
"3360","2008M01","Índice","03 Vestido y calzado",90.172
"3361","2007M12","Índice","03 Vestido y calzado",102.319
"3362","2007M11","Índice","03 Vestido y calzado",103.344
"3363","2007M10","Índice","03 Vestido y calzado",100.108
"3364","2007M09","Índice","03 Vestido y calzado",91.843
"3365","2007M08","Índice","03 Vestido y calzado",88.753
"3366","2007M07","Índice","03 Vestido y calzado",89.339
"3367","2007M06","Índice","03 Vestido y calzado",100.476
"3368","2007M05","Índice","03 Vestido y calzado",101.109
"3369","2007M04","Índice","03 Vestido y calzado",99.809
"3370","2007M03","Índice","03 Vestido y calzado",91.28
"3371","2007M02","Índice","03 Vestido y calzado",88.3
"3372","2007M01","Índice","03 Vestido y calzado",89.364
"3373","2006M12","Índice","03 Vestido y calzado",101.151
"3374","2006M11","Índice","03 Vestido y calzado",102.139
"3375","2006M10","Índice","03 Vestido y calzado",99.241
"3376","2006M09","Índice","03 Vestido y calzado",90.968
"3377","2006M08","Índice","03 Vestido y calzado",87.91
"3378","2006M07","Índice","03 Vestido y calzado",88.418
"3379","2006M06","Índice","03 Vestido y calzado",99.343
"3380","2006M05","Índice","03 Vestido y calzado",99.98
"3381","2006M04","Índice","03 Vestido y calzado",98.784
"3382","2006M03","Índice","03 Vestido y calzado",90.345
"3383","2006M02","Índice","03 Vestido y calzado",87.432
"3384","2006M01","Índice","03 Vestido y calzado",88.229
"3385","2005M12","Índice","03 Vestido y calzado",99.871
"3386","2005M11","Índice","03 Vestido y calzado",100.794
"3387","2005M10","Índice","03 Vestido y calzado",97.965
"3388","2005M09","Índice","03 Vestido y calzado",89.926
"3389","2005M08","Índice","03 Vestido y calzado",86.977
"3390","2005M07","Índice","03 Vestido y calzado",87.456
"3391","2005M06","Índice","03 Vestido y calzado",97.974
"3392","2005M05","Índice","03 Vestido y calzado",98.568
"3393","2005M04","Índice","03 Vestido y calzado",97.481
"3394","2005M03","Índice","03 Vestido y calzado",89.196
"3395","2005M02","Índice","03 Vestido y calzado",86.439
"3396","2005M01","Índice","03 Vestido y calzado",87.227
"3397","2004M12","Índice","03 Vestido y calzado",98.462
"3398","2004M11","Índice","03 Vestido y calzado",99.168
"3399","2004M10","Índice","03 Vestido y calzado",96.415
"3400","2004M09","Índice","03 Vestido y calzado",88.842
"3401","2004M08","Índice","03 Vestido y calzado",86.226
"3402","2004M07","Índice","03 Vestido y calzado",86.549
"3403","2004M06","Índice","03 Vestido y calzado",96.865
"3404","2004M05","Índice","03 Vestido y calzado",97.355
"3405","2004M04","Índice","03 Vestido y calzado",95.973
"3406","2004M03","Índice","03 Vestido y calzado",87.782
"3407","2004M02","Índice","03 Vestido y calzado",85.369
"3408","2004M01","Índice","03 Vestido y calzado",85.789
"3409","2003M12","Índice","03 Vestido y calzado",96.427
"3410","2003M11","Índice","03 Vestido y calzado",96.925
"3411","2003M10","Índice","03 Vestido y calzado",93.803
"3412","2003M09","Índice","03 Vestido y calzado",87.041
"3413","2003M08","Índice","03 Vestido y calzado",84.666
"3414","2003M07","Índice","03 Vestido y calzado",85.249
"3415","2003M06","Índice","03 Vestido y calzado",94.928
"3416","2003M05","Índice","03 Vestido y calzado",95.431
"3417","2003M04","Índice","03 Vestido y calzado",94.346
"3418","2003M03","Índice","03 Vestido y calzado",86.807
"3419","2003M02","Índice","03 Vestido y calzado",84.384
"3420","2003M01","Índice","03 Vestido y calzado",85.042
"3421","2002M12","Índice","03 Vestido y calzado",94.117
"3422","2002M11","Índice","03 Vestido y calzado",94.748
"3423","2002M10","Índice","03 Vestido y calzado",91.177
"3424","2002M09","Índice","03 Vestido y calzado",83.801
"3425","2002M08","Índice","03 Vestido y calzado",81.52
"3426","2002M07","Índice","03 Vestido y calzado",82.087
"3427","2002M06","Índice","03 Vestido y calzado",89.997
"3428","2002M05","Índice","03 Vestido y calzado",90.427
"3429","2002M04","Índice","03 Vestido y calzado",89.456
"3430","2002M03","Índice","03 Vestido y calzado",83.519
"3431","2002M02","Índice","03 Vestido y calzado",81.782
"3432","2002M01","Índice","03 Vestido y calzado",82.717
"3433","2023M12","Variación mensual","03 Vestido y calzado",-1
"3434","2023M11","Variación mensual","03 Vestido y calzado",4.2
"3435","2023M10","Variación mensual","03 Vestido y calzado",8.6
"3436","2023M09","Variación mensual","03 Vestido y calzado",2.6
"3437","2023M08","Variación mensual","03 Vestido y calzado",-0.6
"3438","2023M07","Variación mensual","03 Vestido y calzado",-9.7
"3439","2023M06","Variación mensual","03 Vestido y calzado",-0.8
"3440","2023M05","Variación mensual","03 Vestido y calzado",2.3
"3441","2023M04","Variación mensual","03 Vestido y calzado",7.5
"3442","2023M03","Variación mensual","03 Vestido y calzado",3.2
"3443","2023M02","Variación mensual","03 Vestido y calzado",-1.3
"3444","2023M01","Variación mensual","03 Vestido y calzado",-11.5
"3445","2022M12","Variación mensual","03 Vestido y calzado",-0.3
"3446","2022M11","Variación mensual","03 Vestido y calzado",3.3
"3447","2022M10","Variación mensual","03 Vestido y calzado",8.5
"3448","2022M09","Variación mensual","03 Vestido y calzado",3.6
"3449","2022M08","Variación mensual","03 Vestido y calzado",-0.6
"3450","2022M07","Variación mensual","03 Vestido y calzado",-10.2
"3451","2022M06","Variación mensual","03 Vestido y calzado",-0.6
"3452","2022M05","Variación mensual","03 Vestido y calzado",2.7
"3453","2022M04","Variación mensual","03 Vestido y calzado",8.5
"3454","2022M03","Variación mensual","03 Vestido y calzado",3.8
"3455","2022M02","Variación mensual","03 Vestido y calzado",-1.5
"3456","2022M01","Variación mensual","03 Vestido y calzado",-13
"3457","2021M12","Variación mensual","03 Vestido y calzado",-2.1
"3458","2021M11","Variación mensual","03 Vestido y calzado",4.7
"3459","2021M10","Variación mensual","03 Vestido y calzado",11.1
"3460","2021M09","Variación mensual","03 Vestido y calzado",5.3
"3461","2021M08","Variación mensual","03 Vestido y calzado",-1.1
"3462","2021M07","Variación mensual","03 Vestido y calzado",-12.4
"3463","2021M06","Variación mensual","03 Vestido y calzado",-1.3
"3464","2021M05","Variación mensual","03 Vestido y calzado",2.3
"3465","2021M04","Variación mensual","03 Vestido y calzado",10.3
"3466","2021M03","Variación mensual","03 Vestido y calzado",4.4
"3467","2021M02","Variación mensual","03 Vestido y calzado",-1.4
"3468","2021M01","Variación mensual","03 Vestido y calzado",-15.3
"3469","2020M12","Variación mensual","03 Vestido y calzado",-2.1
"3470","2020M11","Variación mensual","03 Vestido y calzado",4.8
"3471","2020M10","Variación mensual","03 Vestido y calzado",11.1
"3472","2020M09","Variación mensual","03 Vestido y calzado",5.4
"3473","2020M08","Variación mensual","03 Vestido y calzado",-1.2
"3474","2020M07","Variación mensual","03 Vestido y calzado",-12.5
"3475","2020M06","Variación mensual","03 Vestido y calzado",-1.3
"3476","2020M05","Variación mensual","03 Vestido y calzado",2.4
"3477","2020M04","Variación mensual","03 Vestido y calzado",10.3
"3478","2020M03","Variación mensual","03 Vestido y calzado",4.4
"3479","2020M02","Variación mensual","03 Vestido y calzado",-1.5
"3480","2020M01","Variación mensual","03 Vestido y calzado",-15.3
"3481","2019M12","Variación mensual","03 Vestido y calzado",-2.1
"3482","2019M11","Variación mensual","03 Vestido y calzado",4.9
"3483","2019M10","Variación mensual","03 Vestido y calzado",11.2
"3484","2019M09","Variación mensual","03 Vestido y calzado",5.4
"3485","2019M08","Variación mensual","03 Vestido y calzado",-1.2
"3486","2019M07","Variación mensual","03 Vestido y calzado",-12.6
"3487","2019M06","Variación mensual","03 Vestido y calzado",-1.3
"3488","2019M05","Variación mensual","03 Vestido y calzado",2.4
"3489","2019M04","Variación mensual","03 Vestido y calzado",10.5
"3490","2019M03","Variación mensual","03 Vestido y calzado",4.4
"3491","2019M02","Variación mensual","03 Vestido y calzado",-1.5
"3492","2019M01","Variación mensual","03 Vestido y calzado",-15.4
"3493","2018M12","Variación mensual","03 Vestido y calzado",-2
"3494","2018M11","Variación mensual","03 Vestido y calzado",4.9
"3495","2018M10","Variación mensual","03 Vestido y calzado",11.1
"3496","2018M09","Variación mensual","03 Vestido y calzado",5.3
"3497","2018M08","Variación mensual","03 Vestido y calzado",-1.2
"3498","2018M07","Variación mensual","03 Vestido y calzado",-12.6
"3499","2018M06","Variación mensual","03 Vestido y calzado",-1.2
"3500","2018M05","Variación mensual","03 Vestido y calzado",2.6
"3501","2018M04","Variación mensual","03 Vestido y calzado",10.3
"3502","2018M03","Variación mensual","03 Vestido y calzado",4.3
"3503","2018M02","Variación mensual","03 Vestido y calzado",-1.5
"3504","2018M01","Variación mensual","03 Vestido y calzado",-15.3
"3505","2017M12","Variación mensual","03 Vestido y calzado",-2
"3506","2017M11","Variación mensual","03 Vestido y calzado",5
"3507","2017M10","Variación mensual","03 Vestido y calzado",11.1
"3508","2017M09","Variación mensual","03 Vestido y calzado",5.3
"3509","2017M08","Variación mensual","03 Vestido y calzado",-1.2
"3510","2017M07","Variación mensual","03 Vestido y calzado",-12.6
"3511","2017M06","Variación mensual","03 Vestido y calzado",-1.2
"3512","2017M05","Variación mensual","03 Vestido y calzado",2.4
"3513","2017M04","Variación mensual","03 Vestido y calzado",10.2
"3514","2017M03","Variación mensual","03 Vestido y calzado",4.2
"3515","2017M02","Variación mensual","03 Vestido y calzado",-1.6
"3516","2017M01","Variación mensual","03 Vestido y calzado",-15.3
"3517","2016M12","Variación mensual","03 Vestido y calzado",-2.1
"3518","2016M11","Variación mensual","03 Vestido y calzado",5.1
"3519","2016M10","Variación mensual","03 Vestido y calzado",11.2
"3520","2016M09","Variación mensual","03 Vestido y calzado",5.1
"3521","2016M08","Variación mensual","03 Vestido y calzado",-1.3
"3522","2016M07","Variación mensual","03 Vestido y calzado",-12.8
"3523","2016M06","Variación mensual","03 Vestido y calzado",-1.2
"3524","2016M05","Variación mensual","03 Vestido y calzado",2.6
"3525","2016M04","Variación mensual","03 Vestido y calzado",10.6
"3526","2016M03","Variación mensual","03 Vestido y calzado",4.3
"3527","2016M02","Variación mensual","03 Vestido y calzado",-1.6
"3528","2016M01","Variación mensual","03 Vestido y calzado",-15.3
"3529","2015M12","Variación mensual","03 Vestido y calzado",-2
"3530","2015M11","Variación mensual","03 Vestido y calzado",5.1
"3531","2015M10","Variación mensual","03 Vestido y calzado",11.1
"3532","2015M09","Variación mensual","03 Vestido y calzado",5
"3533","2015M08","Variación mensual","03 Vestido y calzado",-1.3
"3534","2015M07","Variación mensual","03 Vestido y calzado",-12.9
"3535","2015M06","Variación mensual","03 Vestido y calzado",-1.2
"3536","2015M05","Variación mensual","03 Vestido y calzado",2.6
"3537","2015M04","Variación mensual","03 Vestido y calzado",10.6
"3538","2015M03","Variación mensual","03 Vestido y calzado",4.3
"3539","2015M02","Variación mensual","03 Vestido y calzado",-1.7
"3540","2015M01","Variación mensual","03 Vestido y calzado",-15.2
"3541","2014M12","Variación mensual","03 Vestido y calzado",-2
"3542","2014M11","Variación mensual","03 Vestido y calzado",5.1
"3543","2014M10","Variación mensual","03 Vestido y calzado",11
"3544","2014M09","Variación mensual","03 Vestido y calzado",4.9
"3545","2014M08","Variación mensual","03 Vestido y calzado",-1.3
"3546","2014M07","Variación mensual","03 Vestido y calzado",-12.9
"3547","2014M06","Variación mensual","03 Vestido y calzado",-1.3
"3548","2014M05","Variación mensual","03 Vestido y calzado",2.3
"3549","2014M04","Variación mensual","03 Vestido y calzado",10.4
"3550","2014M03","Variación mensual","03 Vestido y calzado",4.2
"3551","2014M02","Variación mensual","03 Vestido y calzado",-1.7
"3552","2014M01","Variación mensual","03 Vestido y calzado",-14.9
"3553","2013M12","Variación mensual","03 Vestido y calzado",-1.9
"3554","2013M11","Variación mensual","03 Vestido y calzado",5
"3555","2013M10","Variación mensual","03 Vestido y calzado",10.8
"3556","2013M09","Variación mensual","03 Vestido y calzado",4.6
"3557","2013M08","Variación mensual","03 Vestido y calzado",-1.2
"3558","2013M07","Variación mensual","03 Vestido y calzado",-12.6
"3559","2013M06","Variación mensual","03 Vestido y calzado",-1.1
"3560","2013M05","Variación mensual","03 Vestido y calzado",2.2
"3561","2013M04","Variación mensual","03 Vestido y calzado",10.1
"3562","2013M03","Variación mensual","03 Vestido y calzado",4
"3563","2013M02","Variación mensual","03 Vestido y calzado",-1.8
"3564","2013M01","Variación mensual","03 Vestido y calzado",-14.7
"3565","2012M12","Variación mensual","03 Vestido y calzado",-1.6
"3566","2012M11","Variación mensual","03 Vestido y calzado",5.1
"3567","2012M10","Variación mensual","03 Vestido y calzado",10.5
"3568","2012M09","Variación mensual","03 Vestido y calzado",4.1
"3569","2012M08","Variación mensual","03 Vestido y calzado",-1.1
"3570","2012M07","Variación mensual","03 Vestido y calzado",-12.2
"3571","2012M06","Variación mensual","03 Vestido y calzado",-0.9
"3572","2012M05","Variación mensual","03 Vestido y calzado",2.1
"3573","2012M04","Variación mensual","03 Vestido y calzado",9.9
"3574","2012M03","Variación mensual","03 Vestido y calzado",3.9
"3575","2012M02","Variación mensual","03 Vestido y calzado",-1.7
"3576","2012M01","Variación mensual","03 Vestido y calzado",-14.4
"3577","2011M12","Variación mensual","03 Vestido y calzado",-1.4
"3578","2011M11","Variación mensual","03 Vestido y calzado",5
"3579","2011M10","Variación mensual","03 Vestido y calzado",10.3
"3580","2011M09","Variación mensual","03 Vestido y calzado",3.9
"3581","2011M08","Variación mensual","03 Vestido y calzado",-0.9
"3582","2011M07","Variación mensual","03 Vestido y calzado",-12
"3583","2011M06","Variación mensual","03 Vestido y calzado",-0.8
"3584","2011M05","Variación mensual","03 Vestido y calzado",2.1
"3585","2011M04","Variación mensual","03 Vestido y calzado",9.6
"3586","2011M03","Variación mensual","03 Vestido y calzado",3.6
"3587","2011M02","Variación mensual","03 Vestido y calzado",-1.6
"3588","2011M01","Variación mensual","03 Vestido y calzado",-14.2
"3589","2010M12","Variación mensual","03 Vestido y calzado",-1.2
"3590","2010M11","Variación mensual","03 Vestido y calzado",4.8
"3591","2010M10","Variación mensual","03 Vestido y calzado",9.8
"3592","2010M09","Variación mensual","03 Vestido y calzado",3.7
"3593","2010M08","Variación mensual","03 Vestido y calzado",-0.8
"3594","2010M07","Variación mensual","03 Vestido y calzado",-11.7
"3595","2010M06","Variación mensual","03 Vestido y calzado",-0.6
"3596","2010M05","Variación mensual","03 Vestido y calzado",2
"3597","2010M04","Variación mensual","03 Vestido y calzado",9.5
"3598","2010M03","Variación mensual","03 Vestido y calzado",3.6
"3599","2010M02","Variación mensual","03 Vestido y calzado",-1.5
"3600","2010M01","Variación mensual","03 Vestido y calzado",-14.1
"3601","2009M12","Variación mensual","03 Vestido y calzado",-1.2
"3602","2009M11","Variación mensual","03 Vestido y calzado",4.5
"3603","2009M10","Variación mensual","03 Vestido y calzado",9.6
"3604","2009M09","Variación mensual","03 Vestido y calzado",3.6
"3605","2009M08","Variación mensual","03 Vestido y calzado",-0.8
"3606","2009M07","Variación mensual","03 Vestido y calzado",-11.8
"3607","2009M06","Variación mensual","03 Vestido y calzado",-0.8
"3608","2009M05","Variación mensual","03 Vestido y calzado",1.6
"3609","2009M04","Variación mensual","03 Vestido y calzado",9.4
"3610","2009M03","Variación mensual","03 Vestido y calzado",3.4
"3611","2009M02","Variación mensual","03 Vestido y calzado",-1.4
"3612","2009M01","Variación mensual","03 Vestido y calzado",-13.8
"3613","2008M12","Variación mensual","03 Vestido y calzado",-1.3
"3614","2008M11","Variación mensual","03 Vestido y calzado",3.4
"3615","2008M10","Variación mensual","03 Vestido y calzado",9.2
"3616","2008M09","Variación mensual","03 Vestido y calzado",3.6
"3617","2008M08","Variación mensual","03 Vestido y calzado",-0.7
"3618","2008M07","Variación mensual","03 Vestido y calzado",-11.3
"3619","2008M06","Variación mensual","03 Vestido y calzado",-0.8
"3620","2008M05","Variación mensual","03 Vestido y calzado",1.3
"3621","2008M04","Variación mensual","03 Vestido y calzado",9.3
"3622","2008M03","Variación mensual","03 Vestido y calzado",3.4
"3623","2008M02","Variación mensual","03 Vestido y calzado",-1.3
"3624","2008M01","Variación mensual","03 Vestido y calzado",-11.9
"3625","2007M12","Variación mensual","03 Vestido y calzado",-1
"3626","2007M11","Variación mensual","03 Vestido y calzado",3.2
"3627","2007M10","Variación mensual","03 Vestido y calzado",9
"3628","2007M09","Variación mensual","03 Vestido y calzado",3.5
"3629","2007M08","Variación mensual","03 Vestido y calzado",-0.7
"3630","2007M07","Variación mensual","03 Vestido y calzado",-11.1
"3631","2007M06","Variación mensual","03 Vestido y calzado",-0.6
"3632","2007M05","Variación mensual","03 Vestido y calzado",1.3
"3633","2007M04","Variación mensual","03 Vestido y calzado",9.3
"3634","2007M03","Variación mensual","03 Vestido y calzado",3.4
"3635","2007M02","Variación mensual","03 Vestido y calzado",-1.2
"3636","2007M01","Variación mensual","03 Vestido y calzado",-11.7
"3637","2006M12","Variación mensual","03 Vestido y calzado",-1
"3638","2006M11","Variación mensual","03 Vestido y calzado",2.9
"3639","2006M10","Variación mensual","03 Vestido y calzado",9.1
"3640","2006M09","Variación mensual","03 Vestido y calzado",3.5
"3641","2006M08","Variación mensual","03 Vestido y calzado",-0.6
"3642","2006M07","Variación mensual","03 Vestido y calzado",-11
"3643","2006M06","Variación mensual","03 Vestido y calzado",-0.6
"3644","2006M05","Variación mensual","03 Vestido y calzado",1.2
"3645","2006M04","Variación mensual","03 Vestido y calzado",9.3
"3646","2006M03","Variación mensual","03 Vestido y calzado",3.3
"3647","2006M02","Variación mensual","03 Vestido y calzado",-0.9
"3648","2006M01","Variación mensual","03 Vestido y calzado",-11.7
"3649","2005M12","Variación mensual","03 Vestido y calzado",-0.9
"3650","2005M11","Variación mensual","03 Vestido y calzado",2.9
"3651","2005M10","Variación mensual","03 Vestido y calzado",8.9
"3652","2005M09","Variación mensual","03 Vestido y calzado",3.4
"3653","2005M08","Variación mensual","03 Vestido y calzado",-0.5
"3654","2005M07","Variación mensual","03 Vestido y calzado",-10.7
"3655","2005M06","Variación mensual","03 Vestido y calzado",-0.6
"3656","2005M05","Variación mensual","03 Vestido y calzado",1.1
"3657","2005M04","Variación mensual","03 Vestido y calzado",9.3
"3658","2005M03","Variación mensual","03 Vestido y calzado",3.2
"3659","2005M02","Variación mensual","03 Vestido y calzado",-0.9
"3660","2005M01","Variación mensual","03 Vestido y calzado",-11.4
"3661","2004M12","Variación mensual","03 Vestido y calzado",-0.7
"3662","2004M11","Variación mensual","03 Vestido y calzado",2.9
"3663","2004M10","Variación mensual","03 Vestido y calzado",8.5
"3664","2004M09","Variación mensual","03 Vestido y calzado",3
"3665","2004M08","Variación mensual","03 Vestido y calzado",-0.4
"3666","2004M07","Variación mensual","03 Vestido y calzado",-10.7
"3667","2004M06","Variación mensual","03 Vestido y calzado",-0.5
"3668","2004M05","Variación mensual","03 Vestido y calzado",1.4
"3669","2004M04","Variación mensual","03 Vestido y calzado",9.3
"3670","2004M03","Variación mensual","03 Vestido y calzado",2.8
"3671","2004M02","Variación mensual","03 Vestido y calzado",-0.5
"3672","2004M01","Variación mensual","03 Vestido y calzado",-11
"3673","2003M12","Variación mensual","03 Vestido y calzado",-0.5
"3674","2003M11","Variación mensual","03 Vestido y calzado",3.3
"3675","2003M10","Variación mensual","03 Vestido y calzado",7.8
"3676","2003M09","Variación mensual","03 Vestido y calzado",2.8
"3677","2003M08","Variación mensual","03 Vestido y calzado",-0.7
"3678","2003M07","Variación mensual","03 Vestido y calzado",-10.2
"3679","2003M06","Variación mensual","03 Vestido y calzado",-0.5
"3680","2003M05","Variación mensual","03 Vestido y calzado",1.1
"3681","2003M04","Variación mensual","03 Vestido y calzado",8.7
"3682","2003M03","Variación mensual","03 Vestido y calzado",2.9
"3683","2003M02","Variación mensual","03 Vestido y calzado",-0.8
"3684","2003M01","Variación mensual","03 Vestido y calzado",-9.6
"3685","2002M12","Variación mensual","03 Vestido y calzado",-0.7
"3686","2002M11","Variación mensual","03 Vestido y calzado",3.9
"3687","2002M10","Variación mensual","03 Vestido y calzado",8.8
"3688","2002M09","Variación mensual","03 Vestido y calzado",2.8
"3689","2002M08","Variación mensual","03 Vestido y calzado",-0.7
"3690","2002M07","Variación mensual","03 Vestido y calzado",-8.8
"3691","2002M06","Variación mensual","03 Vestido y calzado",-0.5
"3692","2002M05","Variación mensual","03 Vestido y calzado",1.1
"3693","2002M04","Variación mensual","03 Vestido y calzado",7.1
"3694","2002M03","Variación mensual","03 Vestido y calzado",2.1
"3695","2002M02","Variación mensual","03 Vestido y calzado",-1.1
"3696","2002M01","Variación mensual","03 Vestido y calzado",-7.5
"3697","2023M12","Variación anual","03 Vestido y calzado",1.6
"3698","2023M11","Variación anual","03 Vestido y calzado",2.2
"3699","2023M10","Variación anual","03 Vestido y calzado",1.3
"3700","2023M09","Variación anual","03 Vestido y calzado",1.2
"3701","2023M08","Variación anual","03 Vestido y calzado",2.2
"3702","2023M07","Variación anual","03 Vestido y calzado",2.1
"3703","2023M06","Variación anual","03 Vestido y calzado",1.7
"3704","2023M05","Variación anual","03 Vestido y calzado",1.9
"3705","2023M04","Variación anual","03 Vestido y calzado",2.2
"3706","2023M03","Variación anual","03 Vestido y calzado",3.2
"3707","2023M02","Variación anual","03 Vestido y calzado",3.9
