"","X","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"12892",12892,"2005M09","Índice","12 Otros bienes y servicios",72.96
"12893",12893,"2005M08","Índice","12 Otros bienes y servicios",72.85
"12894",12894,"2005M07","Índice","12 Otros bienes y servicios",72.861
"12895",12895,"2005M06","Índice","12 Otros bienes y servicios",72.961
"12896",12896,"2005M05","Índice","12 Otros bienes y servicios",72.851
"12897",12897,"2005M04","Índice","12 Otros bienes y servicios",72.795
"12898",12898,"2005M03","Índice","12 Otros bienes y servicios",72.59
"12899",12899,"2005M02","Índice","12 Otros bienes y servicios",72.406
"12900",12900,"2005M01","Índice","12 Otros bienes y servicios",71.977
"12901",12901,"2004M12","Índice","12 Otros bienes y servicios",70.93
"12902",12902,"2004M11","Índice","12 Otros bienes y servicios",70.905
"12903",12903,"2004M10","Índice","12 Otros bienes y servicios",70.841
"12904",12904,"2004M09","Índice","12 Otros bienes y servicios",70.793
"12905",12905,"2004M08","Índice","12 Otros bienes y servicios",70.683
"12906",12906,"2004M07","Índice","12 Otros bienes y servicios",70.667
"12907",12907,"2004M06","Índice","12 Otros bienes y servicios",70.743
"12908",12908,"2004M05","Índice","12 Otros bienes y servicios",70.671
"12909",12909,"2004M04","Índice","12 Otros bienes y servicios",70.593
"12910",12910,"2004M03","Índice","12 Otros bienes y servicios",70.442
"12911",12911,"2004M02","Índice","12 Otros bienes y servicios",70.319
"12912",12912,"2004M01","Índice","12 Otros bienes y servicios",70.199
"12913",12913,"2003M12","Índice","12 Otros bienes y servicios",68.978
"12914",12914,"2003M11","Índice","12 Otros bienes y servicios",68.894
"12915",12915,"2003M10","Índice","12 Otros bienes y servicios",68.82
"12916",12916,"2003M09","Índice","12 Otros bienes y servicios",68.8
"12917",12917,"2003M08","Índice","12 Otros bienes y servicios",68.58
"12918",12918,"2003M07","Índice","12 Otros bienes y servicios",68.613
"12919",12919,"2003M06","Índice","12 Otros bienes y servicios",68.667
"12920",12920,"2003M05","Índice","12 Otros bienes y servicios",68.576
"12921",12921,"2003M04","Índice","12 Otros bienes y servicios",68.514
"12922",12922,"2003M03","Índice","12 Otros bienes y servicios",68.442
"12923",12923,"2003M02","Índice","12 Otros bienes y servicios",68.076
"12924",12924,"2003M01","Índice","12 Otros bienes y servicios",67.953
"12925",12925,"2002M12","Índice","12 Otros bienes y servicios",66.909
"12926",12926,"2002M11","Índice","12 Otros bienes y servicios",66.79
"12927",12927,"2002M10","Índice","12 Otros bienes y servicios",66.744
"12928",12928,"2002M09","Índice","12 Otros bienes y servicios",66.693
"12929",12929,"2002M08","Índice","12 Otros bienes y servicios",66.471
"12930",12930,"2002M07","Índice","12 Otros bienes y servicios",66.41
"12931",12931,"2002M06","Índice","12 Otros bienes y servicios",66.381
"12932",12932,"2002M05","Índice","12 Otros bienes y servicios",66.299
"12933",12933,"2002M04","Índice","12 Otros bienes y servicios",66.185
"12934",12934,"2002M03","Índice","12 Otros bienes y servicios",66.045
"12935",12935,"2002M02","Índice","12 Otros bienes y servicios",65.834
"12936",12936,"2002M01","Índice","12 Otros bienes y servicios",65.705
"12937",12937,"2023M12","Variación mensual","12 Otros bienes y servicios",0
"12938",12938,"2023M11","Variación mensual","12 Otros bienes y servicios",0.2
"12939",12939,"2023M10","Variación mensual","12 Otros bienes y servicios",0.1
"12940",12940,"2023M09","Variación mensual","12 Otros bienes y servicios",0
"12941",12941,"2023M08","Variación mensual","12 Otros bienes y servicios",0.2
"12942",12942,"2023M07","Variación mensual","12 Otros bienes y servicios",-0.1
"12943",12943,"2023M06","Variación mensual","12 Otros bienes y servicios",0.7
"12944",12944,"2023M05","Variación mensual","12 Otros bienes y servicios",0
"12945",12945,"2023M04","Variación mensual","12 Otros bienes y servicios",0.4
"12946",12946,"2023M03","Variación mensual","12 Otros bienes y servicios",0.5
"12947",12947,"2023M02","Variación mensual","12 Otros bienes y servicios",0.7
"12948",12948,"2023M01","Variación mensual","12 Otros bienes y servicios",0.9
"12949",12949,"2022M12","Variación mensual","12 Otros bienes y servicios",0.4
"12950",12950,"2022M11","Variación mensual","12 Otros bienes y servicios",0.4
"12951",12951,"2022M10","Variación mensual","12 Otros bienes y servicios",0.5
"12952",12952,"2022M09","Variación mensual","12 Otros bienes y servicios",0.1
"12953",12953,"2022M08","Variación mensual","12 Otros bienes y servicios",0.4
"12954",12954,"2022M07","Variación mensual","12 Otros bienes y servicios",0
"12955",12955,"2022M06","Variación mensual","12 Otros bienes y servicios",0.5
"12956",12956,"2022M05","Variación mensual","12 Otros bienes y servicios",0.3
"12957",12957,"2022M04","Variación mensual","12 Otros bienes y servicios",0.5
"12958",12958,"2022M03","Variación mensual","12 Otros bienes y servicios",0.5
"12959",12959,"2022M02","Variación mensual","12 Otros bienes y servicios",0.6
"12960",12960,"2022M01","Variación mensual","12 Otros bienes y servicios",0.4
"12961",12961,"2021M12","Variación mensual","12 Otros bienes y servicios",0.2
"12962",12962,"2021M11","Variación mensual","12 Otros bienes y servicios",0.4
"12963",12963,"2021M10","Variación mensual","12 Otros bienes y servicios",0.2
"12964",12964,"2021M09","Variación mensual","12 Otros bienes y servicios",0.1
"12965",12965,"2021M08","Variación mensual","12 Otros bienes y servicios",0
"12966",12966,"2021M07","Variación mensual","12 Otros bienes y servicios",0
"12967",12967,"2021M06","Variación mensual","12 Otros bienes y servicios",0.4
"12968",12968,"2021M05","Variación mensual","12 Otros bienes y servicios",-0.1
"12969",12969,"2021M04","Variación mensual","12 Otros bienes y servicios",0.2
"12970",12970,"2021M03","Variación mensual","12 Otros bienes y servicios",0
"12971",12971,"2021M02","Variación mensual","12 Otros bienes y servicios",0.1
"12972",12972,"2021M01","Variación mensual","12 Otros bienes y servicios",0.1
"12973",12973,"2020M12","Variación mensual","12 Otros bienes y servicios",0.1
"12974",12974,"2020M11","Variación mensual","12 Otros bienes y servicios",0.1
"12975",12975,"2020M10","Variación mensual","12 Otros bienes y servicios",0.1
"12976",12976,"2020M09","Variación mensual","12 Otros bienes y servicios",0
"12977",12977,"2020M08","Variación mensual","12 Otros bienes y servicios",0.2
"12978",12978,"2020M07","Variación mensual","12 Otros bienes y servicios",-0.2
"12979",12979,"2020M06","Variación mensual","12 Otros bienes y servicios",0.1
"12980",12980,"2020M05","Variación mensual","12 Otros bienes y servicios",0.2
"12981",12981,"2020M04","Variación mensual","12 Otros bienes y servicios",0.2
"12982",12982,"2020M03","Variación mensual","12 Otros bienes y servicios",0.1
"12983",12983,"2020M02","Variación mensual","12 Otros bienes y servicios",0.3
"12984",12984,"2020M01","Variación mensual","12 Otros bienes y servicios",0.2
"12985",12985,"2019M12","Variación mensual","12 Otros bienes y servicios",0.2
"12986",12986,"2019M11","Variación mensual","12 Otros bienes y servicios",0.2
"12987",12987,"2019M10","Variación mensual","12 Otros bienes y servicios",0.1
"12988",12988,"2019M09","Variación mensual","12 Otros bienes y servicios",0.1
"12989",12989,"2019M08","Variación mensual","12 Otros bienes y servicios",0.3
"12990",12990,"2019M07","Variación mensual","12 Otros bienes y servicios",-0.4
"12991",12991,"2019M06","Variación mensual","12 Otros bienes y servicios",0.3
"12992",12992,"2019M05","Variación mensual","12 Otros bienes y servicios",0
"12993",12993,"2019M04","Variación mensual","12 Otros bienes y servicios",0.2
"12994",12994,"2019M03","Variación mensual","12 Otros bienes y servicios",0.1
"12995",12995,"2019M02","Variación mensual","12 Otros bienes y servicios",0.4
"12996",12996,"2019M01","Variación mensual","12 Otros bienes y servicios",0.1
"12997",12997,"2018M12","Variación mensual","12 Otros bienes y servicios",0.2
"12998",12998,"2018M11","Variación mensual","12 Otros bienes y servicios",0.1
"12999",12999,"2018M10","Variación mensual","12 Otros bienes y servicios",0.2
"13000",13000,"2018M09","Variación mensual","12 Otros bienes y servicios",0
"13001",13001,"2018M08","Variación mensual","12 Otros bienes y servicios",0.3
"13002",13002,"2018M07","Variación mensual","12 Otros bienes y servicios",-0.2
"13003",13003,"2018M06","Variación mensual","12 Otros bienes y servicios",0.1
"13004",13004,"2018M05","Variación mensual","12 Otros bienes y servicios",0.1
"13005",13005,"2018M04","Variación mensual","12 Otros bienes y servicios",0.2
"13006",13006,"2018M03","Variación mensual","12 Otros bienes y servicios",0.1
"13007",13007,"2018M02","Variación mensual","12 Otros bienes y servicios",0.3
"13008",13008,"2018M01","Variación mensual","12 Otros bienes y servicios",-0.2
"13009",13009,"2017M12","Variación mensual","12 Otros bienes y servicios",0.3
"13010",13010,"2017M11","Variación mensual","12 Otros bienes y servicios",0
"13011",13011,"2017M10","Variación mensual","12 Otros bienes y servicios",0.1
"13012",13012,"2017M09","Variación mensual","12 Otros bienes y servicios",0
"13013",13013,"2017M08","Variación mensual","12 Otros bienes y servicios",0.2
"13014",13014,"2017M07","Variación mensual","12 Otros bienes y servicios",-0.3
"13015",13015,"2017M06","Variación mensual","12 Otros bienes y servicios",0.2
"13016",13016,"2017M05","Variación mensual","12 Otros bienes y servicios",0
"13017",13017,"2017M04","Variación mensual","12 Otros bienes y servicios",0.1
"13018",13018,"2017M03","Variación mensual","12 Otros bienes y servicios",0.1
"13019",13019,"2017M02","Variación mensual","12 Otros bienes y servicios",0
"13020",13020,"2017M01","Variación mensual","12 Otros bienes y servicios",0.1
"13021",13021,"2016M12","Variación mensual","12 Otros bienes y servicios",0
"13022",13022,"2016M11","Variación mensual","12 Otros bienes y servicios",0
"13023",13023,"2016M10","Variación mensual","12 Otros bienes y servicios",0.1
"13024",13024,"2016M09","Variación mensual","12 Otros bienes y servicios",0.1
"13025",13025,"2016M08","Variación mensual","12 Otros bienes y servicios",0.6
"13026",13026,"2016M07","Variación mensual","12 Otros bienes y servicios",-0.2
"13027",13027,"2016M06","Variación mensual","12 Otros bienes y servicios",0.1
"13028",13028,"2016M05","Variación mensual","12 Otros bienes y servicios",0.1
"13029",13029,"2016M04","Variación mensual","12 Otros bienes y servicios",0.1
"13030",13030,"2016M03","Variación mensual","12 Otros bienes y servicios",0
"13031",13031,"2016M02","Variación mensual","12 Otros bienes y servicios",0.3
"13032",13032,"2016M01","Variación mensual","12 Otros bienes y servicios",0.6
"13033",13033,"2015M12","Variación mensual","12 Otros bienes y servicios",0
"13034",13034,"2015M11","Variación mensual","12 Otros bienes y servicios",0
"13035",13035,"2015M10","Variación mensual","12 Otros bienes y servicios",0.1
"13036",13036,"2015M09","Variación mensual","12 Otros bienes y servicios",0
"13037",13037,"2015M08","Variación mensual","12 Otros bienes y servicios",0
"13038",13038,"2015M07","Variación mensual","12 Otros bienes y servicios",-0.1
"13039",13039,"2015M06","Variación mensual","12 Otros bienes y servicios",0.4
"13040",13040,"2015M05","Variación mensual","12 Otros bienes y servicios",0.1
"13041",13041,"2015M04","Variación mensual","12 Otros bienes y servicios",0.1
"13042",13042,"2015M03","Variación mensual","12 Otros bienes y servicios",0.1
"13043",13043,"2015M02","Variación mensual","12 Otros bienes y servicios",0.2
"13044",13044,"2015M01","Variación mensual","12 Otros bienes y servicios",0.8
"13045",13045,"2014M12","Variación mensual","12 Otros bienes y servicios",0.1
"13046",13046,"2014M11","Variación mensual","12 Otros bienes y servicios",0
"13047",13047,"2014M10","Variación mensual","12 Otros bienes y servicios",0.1
"13048",13048,"2014M09","Variación mensual","12 Otros bienes y servicios",0
"13049",13049,"2014M08","Variación mensual","12 Otros bienes y servicios",0
"13050",13050,"2014M07","Variación mensual","12 Otros bienes y servicios",-0.3
"13051",13051,"2014M06","Variación mensual","12 Otros bienes y servicios",0.4
"13052",13052,"2014M05","Variación mensual","12 Otros bienes y servicios",0.1
"13053",13053,"2014M04","Variación mensual","12 Otros bienes y servicios",0
"13054",13054,"2014M03","Variación mensual","12 Otros bienes y servicios",0
"13055",13055,"2014M02","Variación mensual","12 Otros bienes y servicios",0.6
"13056",13056,"2014M01","Variación mensual","12 Otros bienes y servicios",0.3
"13057",13057,"2013M12","Variación mensual","12 Otros bienes y servicios",0
"13058",13058,"2013M11","Variación mensual","12 Otros bienes y servicios",0
"13059",13059,"2013M10","Variación mensual","12 Otros bienes y servicios",0.1
"13060",13060,"2013M09","Variación mensual","12 Otros bienes y servicios",0
"13061",13061,"2013M08","Variación mensual","12 Otros bienes y servicios",0
"13062",13062,"2013M07","Variación mensual","12 Otros bienes y servicios",-0.2
"13063",13063,"2013M06","Variación mensual","12 Otros bienes y servicios",-0.1
"13064",13064,"2013M05","Variación mensual","12 Otros bienes y servicios",0.1
"13065",13065,"2013M04","Variación mensual","12 Otros bienes y servicios",0
"13066",13066,"2013M03","Variación mensual","12 Otros bienes y servicios",0
"13067",13067,"2013M02","Variación mensual","12 Otros bienes y servicios",0.3
"13068",13068,"2013M01","Variación mensual","12 Otros bienes y servicios",0.2
"13069",13069,"2012M12","Variación mensual","12 Otros bienes y servicios",0
"13070",13070,"2012M11","Variación mensual","12 Otros bienes y servicios",0.2
"13071",13071,"2012M10","Variación mensual","12 Otros bienes y servicios",0.9
"13072",13072,"2012M09","Variación mensual","12 Otros bienes y servicios",0.9
"13073",13073,"2012M08","Variación mensual","12 Otros bienes y servicios",0.5
"13074",13074,"2012M07","Variación mensual","12 Otros bienes y servicios",-0.2
"13075",13075,"2012M06","Variación mensual","12 Otros bienes y servicios",0
"13076",13076,"2012M05","Variación mensual","12 Otros bienes y servicios",-0.1
"13077",13077,"2012M04","Variación mensual","12 Otros bienes y servicios",0.2
"13078",13078,"2012M03","Variación mensual","12 Otros bienes y servicios",0.1
"13079",13079,"2012M02","Variación mensual","12 Otros bienes y servicios",0.3
"13080",13080,"2012M01","Variación mensual","12 Otros bienes y servicios",0.5
"13081",13081,"2011M12","Variación mensual","12 Otros bienes y servicios",0.2
"13082",13082,"2011M11","Variación mensual","12 Otros bienes y servicios",0.1
"13083",13083,"2011M10","Variación mensual","12 Otros bienes y servicios",0.1
"13084",13084,"2011M09","Variación mensual","12 Otros bienes y servicios",0.1
"13085",13085,"2011M08","Variación mensual","12 Otros bienes y servicios",0.1
"13086",13086,"2011M07","Variación mensual","12 Otros bienes y servicios",-0.2
"13087",13087,"2011M06","Variación mensual","12 Otros bienes y servicios",0.2
"13088",13088,"2011M05","Variación mensual","12 Otros bienes y servicios",0.2
"13089",13089,"2011M04","Variación mensual","12 Otros bienes y servicios",0.2
"13090",13090,"2011M03","Variación mensual","12 Otros bienes y servicios",0.5
"13091",13091,"2011M02","Variación mensual","12 Otros bienes y servicios",0.6
"13092",13092,"2011M01","Variación mensual","12 Otros bienes y servicios",0.6
"13093",13093,"2010M12","Variación mensual","12 Otros bienes y servicios",0.2
"13094",13094,"2010M11","Variación mensual","12 Otros bienes y servicios",0.1
"13095",13095,"2010M10","Variación mensual","12 Otros bienes y servicios",0.3
"13096",13096,"2010M09","Variación mensual","12 Otros bienes y servicios",0.1
"13097",13097,"2010M08","Variación mensual","12 Otros bienes y servicios",0.2
"13098",13098,"2010M07","Variación mensual","12 Otros bienes y servicios",0
"13099",13099,"2010M06","Variación mensual","12 Otros bienes y servicios",0.2
"13100",13100,"2010M05","Variación mensual","12 Otros bienes y servicios",0.2
"13101",13101,"2010M04","Variación mensual","12 Otros bienes y servicios",0.2
"13102",13102,"2010M03","Variación mensual","12 Otros bienes y servicios",0.4
"13103",13103,"2010M02","Variación mensual","12 Otros bienes y servicios",0.3
"13104",13104,"2010M01","Variación mensual","12 Otros bienes y servicios",0.6
"13105",13105,"2009M12","Variación mensual","12 Otros bienes y servicios",0.1
"13106",13106,"2009M11","Variación mensual","12 Otros bienes y servicios",0.1
"13107",13107,"2009M10","Variación mensual","12 Otros bienes y servicios",0.1
"13108",13108,"2009M09","Variación mensual","12 Otros bienes y servicios",0.1
"13109",13109,"2009M08","Variación mensual","12 Otros bienes y servicios",0.1
"13110",13110,"2009M07","Variación mensual","12 Otros bienes y servicios",-0.2
"13111",13111,"2009M06","Variación mensual","12 Otros bienes y servicios",0.1
"13112",13112,"2009M05","Variación mensual","12 Otros bienes y servicios",0
"13113",13113,"2009M04","Variación mensual","12 Otros bienes y servicios",0.2
"13114",13114,"2009M03","Variación mensual","12 Otros bienes y servicios",0.3
"13115",13115,"2009M02","Variación mensual","12 Otros bienes y servicios",0.3
"13116",13116,"2009M01","Variación mensual","12 Otros bienes y servicios",0.9
"13117",13117,"2008M12","Variación mensual","12 Otros bienes y servicios",0.1
"13118",13118,"2008M11","Variación mensual","12 Otros bienes y servicios",0
"13119",13119,"2008M10","Variación mensual","12 Otros bienes y servicios",0.2
"13120",13120,"2008M09","Variación mensual","12 Otros bienes y servicios",0.3
"13121",13121,"2008M08","Variación mensual","12 Otros bienes y servicios",0
"13122",13122,"2008M07","Variación mensual","12 Otros bienes y servicios",-0.1
"13123",13123,"2008M06","Variación mensual","12 Otros bienes y servicios",0.4
"13124",13124,"2008M05","Variación mensual","12 Otros bienes y servicios",0.1
"13125",13125,"2008M04","Variación mensual","12 Otros bienes y servicios",0.3
"13126",13126,"2008M03","Variación mensual","12 Otros bienes y servicios",0.4
"13127",13127,"2008M02","Variación mensual","12 Otros bienes y servicios",0.8
"13128",13128,"2008M01","Variación mensual","12 Otros bienes y servicios",0.9
"13129",13129,"2007M12","Variación mensual","12 Otros bienes y servicios",0.2
"13130",13130,"2007M11","Variación mensual","12 Otros bienes y servicios",0.1
"13131",13131,"2007M10","Variación mensual","12 Otros bienes y servicios",0.1
"13132",13132,"2007M09","Variación mensual","12 Otros bienes y servicios",0.1
"13133",13133,"2007M08","Variación mensual","12 Otros bienes y servicios",0
"13134",13134,"2007M07","Variación mensual","12 Otros bienes y servicios",-0.1
"13135",13135,"2007M06","Variación mensual","12 Otros bienes y servicios",0.1
"13136",13136,"2007M05","Variación mensual","12 Otros bienes y servicios",0.1
"13137",13137,"2007M04","Variación mensual","12 Otros bienes y servicios",0.3
"13138",13138,"2007M03","Variación mensual","12 Otros bienes y servicios",0.4
"13139",13139,"2007M02","Variación mensual","12 Otros bienes y servicios",0.2
"13140",13140,"2007M01","Variación mensual","12 Otros bienes y servicios",1.4
"13141",13141,"2006M12","Variación mensual","12 Otros bienes y servicios",0.2
"13142",13142,"2006M11","Variación mensual","12 Otros bienes y servicios",0.1
"13143",13143,"2006M10","Variación mensual","12 Otros bienes y servicios",0.2
"13144",13144,"2006M09","Variación mensual","12 Otros bienes y servicios",0.2
"13145",13145,"2006M08","Variación mensual","12 Otros bienes y servicios",0.1
"13146",13146,"2006M07","Variación mensual","12 Otros bienes y servicios",0
"13147",13147,"2006M06","Variación mensual","12 Otros bienes y servicios",0.3
"13148",13148,"2006M05","Variación mensual","12 Otros bienes y servicios",0.1
"13149",13149,"2006M04","Variación mensual","12 Otros bienes y servicios",0.3
"13150",13150,"2006M03","Variación mensual","12 Otros bienes y servicios",0.6
"13151",13151,"2006M02","Variación mensual","12 Otros bienes y servicios",0.2
"13152",13152,"2006M01","Variación mensual","12 Otros bienes y servicios",1.5
"13153",13153,"2005M12","Variación mensual","12 Otros bienes y servicios",0.2
"13154",13154,"2005M11","Variación mensual","12 Otros bienes y servicios",0.1
"13155",13155,"2005M10","Variación mensual","12 Otros bienes y servicios",0.2
"13156",13156,"2005M09","Variación mensual","12 Otros bienes y servicios",0.2
"13157",13157,"2005M08","Variación mensual","12 Otros bienes y servicios",0
"13158",13158,"2005M07","Variación mensual","12 Otros bienes y servicios",-0.1
"13159",13159,"2005M06","Variación mensual","12 Otros bienes y servicios",0.2
"13160",13160,"2005M05","Variación mensual","12 Otros bienes y servicios",0.1
"13161",13161,"2005M04","Variación mensual","12 Otros bienes y servicios",0.3
"13162",13162,"2005M03","Variación mensual","12 Otros bienes y servicios",0.3
"13163",13163,"2005M02","Variación mensual","12 Otros bienes y servicios",0.6
"13164",13164,"2005M01","Variación mensual","12 Otros bienes y servicios",1.5
"13165",13165,"2004M12","Variación mensual","12 Otros bienes y servicios",0
"13166",13166,"2004M11","Variación mensual","12 Otros bienes y servicios",0.1
"13167",13167,"2004M10","Variación mensual","12 Otros bienes y servicios",0.1
"13168",13168,"2004M09","Variación mensual","12 Otros bienes y servicios",0.2
"13169",13169,"2004M08","Variación mensual","12 Otros bienes y servicios",0
"13170",13170,"2004M07","Variación mensual","12 Otros bienes y servicios",-0.1
"13171",13171,"2004M06","Variación mensual","12 Otros bienes y servicios",0.1
"13172",13172,"2004M05","Variación mensual","12 Otros bienes y servicios",0.1
"13173",13173,"2004M04","Variación mensual","12 Otros bienes y servicios",0.2
"13174",13174,"2004M03","Variación mensual","12 Otros bienes y servicios",0.2
"13175",13175,"2004M02","Variación mensual","12 Otros bienes y servicios",0.2
"13176",13176,"2004M01","Variación mensual","12 Otros bienes y servicios",1.8
"13177",13177,"2003M12","Variación mensual","12 Otros bienes y servicios",0.1
"13178",13178,"2003M11","Variación mensual","12 Otros bienes y servicios",0.1
"13179",13179,"2003M10","Variación mensual","12 Otros bienes y servicios",0
"13180",13180,"2003M09","Variación mensual","12 Otros bienes y servicios",0.3
"13181",13181,"2003M08","Variación mensual","12 Otros bienes y servicios",0
"13182",13182,"2003M07","Variación mensual","12 Otros bienes y servicios",-0.1
"13183",13183,"2003M06","Variación mensual","12 Otros bienes y servicios",0.1
"13184",13184,"2003M05","Variación mensual","12 Otros bienes y servicios",0.1
"13185",13185,"2003M04","Variación mensual","12 Otros bienes y servicios",0.1
"13186",13186,"2003M03","Variación mensual","12 Otros bienes y servicios",0.5
"13187",13187,"2003M02","Variación mensual","12 Otros bienes y servicios",0.2
"13188",13188,"2003M01","Variación mensual","12 Otros bienes y servicios",1.6
"13189",13189,"2002M12","Variación mensual","12 Otros bienes y servicios",0.2
"13190",13190,"2002M11","Variación mensual","12 Otros bienes y servicios",0.1
"13191",13191,"2002M10","Variación mensual","12 Otros bienes y servicios",0.1
"13192",13192,"2002M09","Variación mensual","12 Otros bienes y servicios",0.3
"13193",13193,"2002M08","Variación mensual","12 Otros bienes y servicios",0.1
"13194",13194,"2002M07","Variación mensual","12 Otros bienes y servicios",0
"13195",13195,"2002M06","Variación mensual","12 Otros bienes y servicios",0.1
"13196",13196,"2002M05","Variación mensual","12 Otros bienes y servicios",0.2
"13197",13197,"2002M04","Variación mensual","12 Otros bienes y servicios",0.2
"13198",13198,"2002M03","Variación mensual","12 Otros bienes y servicios",0.3
"13199",13199,"2002M02","Variación mensual","12 Otros bienes y servicios",0.2
"13200",13200,"2002M01","Variación mensual","12 Otros bienes y servicios",2
"13201",13201,"2023M12","Variación anual","12 Otros bienes y servicios",3.8
"13202",13202,"2023M11","Variación anual","12 Otros bienes y servicios",4.2
"13203",13203,"2023M10","Variación anual","12 Otros bienes y servicios",4.4
"13204",13204,"2023M09","Variación anual","12 Otros bienes y servicios",4.8
"13205",13205,"2023M08","Variación anual","12 Otros bienes y servicios",4.8
"13206",13206,"2023M07","Variación anual","12 Otros bienes y servicios",5
"13207",13207,"2023M06","Variación anual","12 Otros bienes y servicios",5
"13208",13208,"2023M05","Variación anual","12 Otros bienes y servicios",4.8
"13209",13209,"2023M04","Variación anual","12 Otros bienes y servicios",5.1
"13210",13210,"2023M03","Variación anual","12 Otros bienes y servicios",5.1
"13211",13211,"2023M02","Variación anual","12 Otros bienes y servicios",5.1
"13212",13212,"2023M01","Variación anual","12 Otros bienes y servicios",5
"13213",13213,"2022M12","Variación anual","12 Otros bienes y servicios",4.5
"13214",13214,"2022M11","Variación anual","12 Otros bienes y servicios",4.3
"13215",13215,"2022M10","Variación anual","12 Otros bienes y servicios",4.4
"13216",13216,"2022M09","Variación anual","12 Otros bienes y servicios",4.1
"13217",13217,"2022M08","Variación anual","12 Otros bienes y servicios",4
"13218",13218,"2022M07","Variación anual","12 Otros bienes y servicios",3.6
"13219",13219,"2022M06","Variación anual","12 Otros bienes y servicios",3.6
"13220",13220,"2022M05","Variación anual","12 Otros bienes y servicios",3.5
"13221",13221,"2022M04","Variación anual","12 Otros bienes y servicios",3.1
"13222",13222,"2022M03","Variación anual","12 Otros bienes y servicios",2.8
"13223",13223,"2022M02","Variación anual","12 Otros bienes y servicios",2.3
"13224",13224,"2022M01","Variación anual","12 Otros bienes y servicios",1.9
"13225",13225,"2021M12","Variación anual","12 Otros bienes y servicios",1.5
"13226",13226,"2021M11","Variación anual","12 Otros bienes y servicios",1.4
"13227",13227,"2021M10","Variación anual","12 Otros bienes y servicios",1
"13228",13228,"2021M09","Variación anual","12 Otros bienes y servicios",0.9
"13229",13229,"2021M08","Variación anual","12 Otros bienes y servicios",0.9
"13230",13230,"2021M07","Variación anual","12 Otros bienes y servicios",1
"13231",13231,"2021M06","Variación anual","12 Otros bienes y servicios",0.9
"13232",13232,"2021M05","Variación anual","12 Otros bienes y servicios",0.6
"13233",13233,"2021M04","Variación anual","12 Otros bienes y servicios",0.8
"13234",13234,"2021M03","Variación anual","12 Otros bienes y servicios",0.8
"13235",13235,"2021M02","Variación anual","12 Otros bienes y servicios",0.9
"13236",13236,"2021M01","Variación anual","12 Otros bienes y servicios",1.1
"13237",13237,"2020M12","Variación anual","12 Otros bienes y servicios",1.2
"13238",13238,"2020M11","Variación anual","12 Otros bienes y servicios",1.3
"13239",13239,"2020M10","Variación anual","12 Otros bienes y servicios",1.4
"13240",13240,"2020M09","Variación anual","12 Otros bienes y servicios",1.5
"13241",13241,"2020M08","Variación anual","12 Otros bienes y servicios",1.5
"13242",13242,"2020M07","Variación anual","12 Otros bienes y servicios",1.6
"13243",13243,"2020M06","Variación anual","12 Otros bienes y servicios",1.4
"13244",13244,"2020M05","Variación anual","12 Otros bienes y servicios",1.6
"13245",13245,"2020M04","Variación anual","12 Otros bienes y servicios",1.4
"13246",13246,"2020M03","Variación anual","12 Otros bienes y servicios",1.4
"13247",13247,"2020M02","Variación anual","12 Otros bienes y servicios",1.4
"13248",13248,"2020M01","Variación anual","12 Otros bienes y servicios",1.4
"13249",13249,"2019M12","Variación anual","12 Otros bienes y servicios",1.4
"13250",13250,"2019M11","Variación anual","12 Otros bienes y servicios",1.4
"13251",13251,"2019M10","Variación anual","12 Otros bienes y servicios",1.4
"13252",13252,"2019M09","Variación anual","12 Otros bienes y servicios",1.4
"13253",13253,"2019M08","Variación anual","12 Otros bienes y servicios",1.3
"13254",13254,"2019M07","Variación anual","12 Otros bienes y servicios",1.3
"13255",13255,"2019M06","Variación anual","12 Otros bienes y servicios",1.5
"13256",13256,"2019M05","Variación anual","12 Otros bienes y servicios",1.3
"13257",13257,"2019M04","Variación anual","12 Otros bienes y servicios",1.4
"13258",13258,"2019M03","Variación anual","12 Otros bienes y servicios",1.5
"13259",13259,"2019M02","Variación anual","12 Otros bienes y servicios",1.4
"13260",13260,"2019M01","Variación anual","12 Otros bienes y servicios",1.4
"13261",13261,"2018M12","Variación anual","12 Otros bienes y servicios",1.1
"13262",13262,"2018M11","Variación anual","12 Otros bienes y servicios",1.2
"13263",13263,"2018M10","Variación anual","12 Otros bienes y servicios",1.1
"13264",13264,"2018M09","Variación anual","12 Otros bienes y servicios",1
"13265",13265,"2018M08","Variación anual","12 Otros bienes y servicios",1
"13266",13266,"2018M07","Variación anual","12 Otros bienes y servicios",0.9
"13267",13267,"2018M06","Variación anual","12 Otros bienes y servicios",0.9
"13268",13268,"2018M05","Variación anual","12 Otros bienes y servicios",0.9
"13269",13269,"2018M04","Variación anual","12 Otros bienes y servicios",0.8
"13270",13270,"2018M03","Variación anual","12 Otros bienes y servicios",0.7
"13271",13271,"2018M02","Variación anual","12 Otros bienes y servicios",0.8
"13272",13272,"2018M01","Variación anual","12 Otros bienes y servicios",0.4
"13273",13273,"2017M12","Variación anual","12 Otros bienes y servicios",0.7
"13274",13274,"2017M11","Variación anual","12 Otros bienes y servicios",0.5
"13275",13275,"2017M10","Variación anual","12 Otros bienes y servicios",0.5
"13276",13276,"2017M09","Variación anual","12 Otros bienes y servicios",0.5
