"","X","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"7033",7033,"2009M12","Variación anual","06 Sanidad",-1.3
"7034",7034,"2009M11","Variación anual","06 Sanidad",-1.4
"7035",7035,"2009M10","Variación anual","06 Sanidad",-1.3
"7036",7036,"2009M09","Variación anual","06 Sanidad",-1.2
"7037",7037,"2009M08","Variación anual","06 Sanidad",-1.3
"7038",7038,"2009M07","Variación anual","06 Sanidad",-1.2
"7039",7039,"2009M06","Variación anual","06 Sanidad",-1
"7040",7040,"2009M05","Variación anual","06 Sanidad",-0.9
"7041",7041,"2009M04","Variación anual","06 Sanidad",0.7
"7042",7042,"2009M03","Variación anual","06 Sanidad",0.9
"7043",7043,"2009M02","Variación anual","06 Sanidad",-0.1
"7044",7044,"2009M01","Variación anual","06 Sanidad",0.1
"7045",7045,"2008M12","Variación anual","06 Sanidad",0.3
"7046",7046,"2008M11","Variación anual","06 Sanidad",0.5
"7047",7047,"2008M10","Variación anual","06 Sanidad",0.5
"7048",7048,"2008M09","Variación anual","06 Sanidad",0.6
"7049",7049,"2008M08","Variación anual","06 Sanidad",0.5
"7050",7050,"2008M07","Variación anual","06 Sanidad",0.5
"7051",7051,"2008M06","Variación anual","06 Sanidad",0.4
"7052",7052,"2008M05","Variación anual","06 Sanidad",0.4
"7053",7053,"2008M04","Variación anual","06 Sanidad",1.1
"7054",7054,"2008M03","Variación anual","06 Sanidad",0.9
"7055",7055,"2008M02","Variación anual","06 Sanidad",-1.8
"7056",7056,"2008M01","Variación anual","06 Sanidad",-1.9
"7057",7057,"2007M12","Variación anual","06 Sanidad",-2.1
"7058",7058,"2007M11","Variación anual","06 Sanidad",-2.1
"7059",7059,"2007M10","Variación anual","06 Sanidad",-2.1
"7060",7060,"2007M09","Variación anual","06 Sanidad",-2.2
"7061",7061,"2007M08","Variación anual","06 Sanidad",-2.2
"7062",7062,"2007M07","Variación anual","06 Sanidad",-2.2
"7063",7063,"2007M06","Variación anual","06 Sanidad",-2.2
"7064",7064,"2007M05","Variación anual","06 Sanidad",-2.1
"7065",7065,"2007M04","Variación anual","06 Sanidad",-2.1
"7066",7066,"2007M03","Variación anual","06 Sanidad",-2.1
"7067",7067,"2007M02","Variación anual","06 Sanidad",1.5
"7068",7068,"2007M01","Variación anual","06 Sanidad",1.6
"7069",7069,"2006M12","Variación anual","06 Sanidad",1.7
"7070",7070,"2006M11","Variación anual","06 Sanidad",1.6
"7071",7071,"2006M10","Variación anual","06 Sanidad",1.5
"7072",7072,"2006M09","Variación anual","06 Sanidad",1.4
"7073",7073,"2006M08","Variación anual","06 Sanidad",1.5
"7074",7074,"2006M07","Variación anual","06 Sanidad",1.5
"7075",7075,"2006M06","Variación anual","06 Sanidad",1.3
"7076",7076,"2006M05","Variación anual","06 Sanidad",1.3
"7077",7077,"2006M04","Variación anual","06 Sanidad",1.3
"7078",7078,"2006M03","Variación anual","06 Sanidad",1.4
"7079",7079,"2006M02","Variación anual","06 Sanidad",1
"7080",7080,"2006M01","Variación anual","06 Sanidad",0.7
"7081",7081,"2005M12","Variación anual","06 Sanidad",0.7
"7082",7082,"2005M11","Variación anual","06 Sanidad",0.8
"7083",7083,"2005M10","Variación anual","06 Sanidad",0.8
"7084",7084,"2005M09","Variación anual","06 Sanidad",0.9
"7085",7085,"2005M08","Variación anual","06 Sanidad",0.9
"7086",7086,"2005M07","Variación anual","06 Sanidad",0.9
"7087",7087,"2005M06","Variación anual","06 Sanidad",1
"7088",7088,"2005M05","Variación anual","06 Sanidad",1
"7089",7089,"2005M04","Variación anual","06 Sanidad",0.9
"7090",7090,"2005M03","Variación anual","06 Sanidad",0.6
"7091",7091,"2005M02","Variación anual","06 Sanidad",1.6
"7092",7092,"2005M01","Variación anual","06 Sanidad",0.2
"7093",7093,"2004M12","Variación anual","06 Sanidad",0.2
"7094",7094,"2004M11","Variación anual","06 Sanidad",0.2
"7095",7095,"2004M10","Variación anual","06 Sanidad",0.2
"7096",7096,"2004M09","Variación anual","06 Sanidad",0.2
"7097",7097,"2004M08","Variación anual","06 Sanidad",0.2
"7098",7098,"2004M07","Variación anual","06 Sanidad",0.2
"7099",7099,"2004M06","Variación anual","06 Sanidad",0.1
"7100",7100,"2004M05","Variación anual","06 Sanidad",0.1
"7101",7101,"2004M04","Variación anual","06 Sanidad",0.1
"7102",7102,"2004M03","Variación anual","06 Sanidad",0.6
"7103",7103,"2004M02","Variación anual","06 Sanidad",0.6
"7104",7104,"2004M01","Variación anual","06 Sanidad",2
"7105",7105,"2003M12","Variación anual","06 Sanidad",2
"7106",7106,"2003M11","Variación anual","06 Sanidad",2.1
"7107",7107,"2003M10","Variación anual","06 Sanidad",2.1
"7108",7108,"2003M09","Variación anual","06 Sanidad",2.2
"7109",7109,"2003M08","Variación anual","06 Sanidad",2.2
"7110",7110,"2003M07","Variación anual","06 Sanidad",2.2
"7111",7111,"2003M06","Variación anual","06 Sanidad",2.3
"7112",7112,"2003M05","Variación anual","06 Sanidad",2.5
"7113",7113,"2003M04","Variación anual","06 Sanidad",1.9
"7114",7114,"2003M03","Variación anual","06 Sanidad",1.6
"7115",7115,"2003M02","Variación anual","06 Sanidad",1.8
"7116",7116,"2003M01","Variación anual","06 Sanidad",2.4
"7117",7117,"2002M12","Variación anual","06 Sanidad",2.6
"7118",7118,"2002M11","Variación anual","06 Sanidad",2.6
"7119",7119,"2002M10","Variación anual","06 Sanidad",2.5
"7120",7120,"2002M09","Variación anual","06 Sanidad",2.5
"7121",7121,"2002M08","Variación anual","06 Sanidad",2.6
"7122",7122,"2002M07","Variación anual","06 Sanidad",2.5
"7123",7123,"2002M06","Variación anual","06 Sanidad",2.5
"7124",7124,"2002M05","Variación anual","06 Sanidad",2.5
"7125",7125,"2002M04","Variación anual","06 Sanidad",3.2
"7126",7126,"2002M03","Variación anual","06 Sanidad",3.1
"7127",7127,"2002M02","Variación anual","06 Sanidad",2.8
"7128",7128,"2002M01","Variación anual","06 Sanidad",2.2
"7129",7129,"2023M12","Variación en lo que va de año","06 Sanidad",2.2
"7130",7130,"2023M11","Variación en lo que va de año","06 Sanidad",2.1
"7131",7131,"2023M10","Variación en lo que va de año","06 Sanidad",2
"7132",7132,"2023M09","Variación en lo que va de año","06 Sanidad",1.9
"7133",7133,"2023M08","Variación en lo que va de año","06 Sanidad",1.8
"7134",7134,"2023M07","Variación en lo que va de año","06 Sanidad",1.8
"7135",7135,"2023M06","Variación en lo que va de año","06 Sanidad",1.5
"7136",7136,"2023M05","Variación en lo que va de año","06 Sanidad",1.3
"7137",7137,"2023M04","Variación en lo que va de año","06 Sanidad",1.2
"7138",7138,"2023M03","Variación en lo que va de año","06 Sanidad",0.9
"7139",7139,"2023M02","Variación en lo que va de año","06 Sanidad",0.5
"7140",7140,"2023M01","Variación en lo que va de año","06 Sanidad",0.2
"7141",7141,"2022M12","Variación en lo que va de año","06 Sanidad",1
"7142",7142,"2022M11","Variación en lo que va de año","06 Sanidad",1
"7143",7143,"2022M10","Variación en lo que va de año","06 Sanidad",0.8
"7144",7144,"2022M09","Variación en lo que va de año","06 Sanidad",0.8
"7145",7145,"2022M08","Variación en lo que va de año","06 Sanidad",0.7
"7146",7146,"2022M07","Variación en lo que va de año","06 Sanidad",0.7
"7147",7147,"2022M06","Variación en lo que va de año","06 Sanidad",0.6
"7148",7148,"2022M05","Variación en lo que va de año","06 Sanidad",0.6
"7149",7149,"2022M04","Variación en lo que va de año","06 Sanidad",0.6
"7150",7150,"2022M03","Variación en lo que va de año","06 Sanidad",0.4
"7151",7151,"2022M02","Variación en lo que va de año","06 Sanidad",0.1
"7152",7152,"2022M01","Variación en lo que va de año","06 Sanidad",0
"7153",7153,"2021M12","Variación en lo que va de año","06 Sanidad",0.9
"7154",7154,"2021M11","Variación en lo que va de año","06 Sanidad",0.6
"7155",7155,"2021M10","Variación en lo que va de año","06 Sanidad",0.5
"7156",7156,"2021M09","Variación en lo que va de año","06 Sanidad",0.5
"7157",7157,"2021M08","Variación en lo que va de año","06 Sanidad",0.5
"7158",7158,"2021M07","Variación en lo que va de año","06 Sanidad",0.5
"7159",7159,"2021M06","Variación en lo que va de año","06 Sanidad",0.4
"7160",7160,"2021M05","Variación en lo que va de año","06 Sanidad",0.2
"7161",7161,"2021M04","Variación en lo que va de año","06 Sanidad",0.1
"7162",7162,"2021M03","Variación en lo que va de año","06 Sanidad",0.1
"7163",7163,"2021M02","Variación en lo que va de año","06 Sanidad",-0.1
"7164",7164,"2021M01","Variación en lo que va de año","06 Sanidad",0
"7165",7165,"2020M12","Variación en lo que va de año","06 Sanidad",0.5
"7166",7166,"2020M11","Variación en lo que va de año","06 Sanidad",0.4
"7167",7167,"2020M10","Variación en lo que va de año","06 Sanidad",0.2
"7168",7168,"2020M09","Variación en lo que va de año","06 Sanidad",0.2
"7169",7169,"2020M08","Variación en lo que va de año","06 Sanidad",0.3
"7170",7170,"2020M07","Variación en lo que va de año","06 Sanidad",0.3
"7171",7171,"2020M06","Variación en lo que va de año","06 Sanidad",0.1
"7172",7172,"2020M05","Variación en lo que va de año","06 Sanidad",0.1
"7173",7173,"2020M04","Variación en lo que va de año","06 Sanidad",0
"7174",7174,"2020M03","Variación en lo que va de año","06 Sanidad",-0.1
"7175",7175,"2020M02","Variación en lo que va de año","06 Sanidad",-0.1
"7176",7176,"2020M01","Variación en lo que va de año","06 Sanidad",0
"7177",7177,"2019M12","Variación en lo que va de año","06 Sanidad",0.5
"7178",7178,"2019M11","Variación en lo que va de año","06 Sanidad",0.5
"7179",7179,"2019M10","Variación en lo que va de año","06 Sanidad",0.4
"7180",7180,"2019M09","Variación en lo que va de año","06 Sanidad",0.4
"7181",7181,"2019M08","Variación en lo que va de año","06 Sanidad",0.3
"7182",7182,"2019M07","Variación en lo que va de año","06 Sanidad",0.4
"7183",7183,"2019M06","Variación en lo que va de año","06 Sanidad",0.4
"7184",7184,"2019M05","Variación en lo que va de año","06 Sanidad",0.4
"7185",7185,"2019M04","Variación en lo que va de año","06 Sanidad",0.3
"7186",7186,"2019M03","Variación en lo que va de año","06 Sanidad",0.2
"7187",7187,"2019M02","Variación en lo que va de año","06 Sanidad",0.1
"7188",7188,"2019M01","Variación en lo que va de año","06 Sanidad",0.1
"7189",7189,"2018M12","Variación en lo que va de año","06 Sanidad",0.9
"7190",7190,"2018M11","Variación en lo que va de año","06 Sanidad",0.8
"7191",7191,"2018M10","Variación en lo que va de año","06 Sanidad",0.5
"7192",7192,"2018M09","Variación en lo que va de año","06 Sanidad",0.3
"7193",7193,"2018M08","Variación en lo que va de año","06 Sanidad",0.2
"7194",7194,"2018M07","Variación en lo que va de año","06 Sanidad",0.4
"7195",7195,"2018M06","Variación en lo que va de año","06 Sanidad",0.5
"7196",7196,"2018M05","Variación en lo que va de año","06 Sanidad",0.5
"7197",7197,"2018M04","Variación en lo que va de año","06 Sanidad",0.2
"7198",7198,"2018M03","Variación en lo que va de año","06 Sanidad",0.1
"7199",7199,"2018M02","Variación en lo que va de año","06 Sanidad",0
"7200",7200,"2018M01","Variación en lo que va de año","06 Sanidad",0
"7201",7201,"2017M12","Variación en lo que va de año","06 Sanidad",0.4
"7202",7202,"2017M11","Variación en lo que va de año","06 Sanidad",0.4
"7203",7203,"2017M10","Variación en lo que va de año","06 Sanidad",0.5
"7204",7204,"2017M09","Variación en lo que va de año","06 Sanidad",0.6
"7205",7205,"2017M08","Variación en lo que va de año","06 Sanidad",0.6
"7206",7206,"2017M07","Variación en lo que va de año","06 Sanidad",0.7
"7207",7207,"2017M06","Variación en lo que va de año","06 Sanidad",0.7
"7208",7208,"2017M05","Variación en lo que va de año","06 Sanidad",0.7
"7209",7209,"2017M04","Variación en lo que va de año","06 Sanidad",0.5
"7210",7210,"2017M03","Variación en lo que va de año","06 Sanidad",0.4
"7211",7211,"2017M02","Variación en lo que va de año","06 Sanidad",0.2
"7212",7212,"2017M01","Variación en lo que va de año","06 Sanidad",0.2
"7213",7213,"2016M12","Variación en lo que va de año","06 Sanidad",-0.1
"7214",7214,"2016M11","Variación en lo que va de año","06 Sanidad",-0.2
"7215",7215,"2016M10","Variación en lo que va de año","06 Sanidad",-0.2
"7216",7216,"2016M09","Variación en lo que va de año","06 Sanidad",-0.3
"7217",7217,"2016M08","Variación en lo que va de año","06 Sanidad",-0.2
"7218",7218,"2016M07","Variación en lo que va de año","06 Sanidad",-0.3
"7219",7219,"2016M06","Variación en lo que va de año","06 Sanidad",-0.3
"7220",7220,"2016M05","Variación en lo que va de año","06 Sanidad",-0.4
"7221",7221,"2016M04","Variación en lo que va de año","06 Sanidad",-0.4
"7222",7222,"2016M03","Variación en lo que va de año","06 Sanidad",-0.7
"7223",7223,"2016M02","Variación en lo que va de año","06 Sanidad",-0.7
"7224",7224,"2016M01","Variación en lo que va de año","06 Sanidad",-0.7
"7225",7225,"2015M12","Variación en lo que va de año","06 Sanidad",0.5
"7226",7226,"2015M11","Variación en lo que va de año","06 Sanidad",0.5
"7227",7227,"2015M10","Variación en lo que va de año","06 Sanidad",0.5
"7228",7228,"2015M09","Variación en lo que va de año","06 Sanidad",0.4
"7229",7229,"2015M08","Variación en lo que va de año","06 Sanidad",0.4
"7230",7230,"2015M07","Variación en lo que va de año","06 Sanidad",0.4
"7231",7231,"2015M06","Variación en lo que va de año","06 Sanidad",0.3
"7232",7232,"2015M05","Variación en lo que va de año","06 Sanidad",0.3
"7233",7233,"2015M04","Variación en lo que va de año","06 Sanidad",0.3
"7234",7234,"2015M03","Variación en lo que va de año","06 Sanidad",0.4
"7235",7235,"2015M02","Variación en lo que va de año","06 Sanidad",0.3
"7236",7236,"2015M01","Variación en lo que va de año","06 Sanidad",0.2
"7237",7237,"2014M12","Variación en lo que va de año","06 Sanidad",-0.2
"7238",7238,"2014M11","Variación en lo que va de año","06 Sanidad",-0.1
"7239",7239,"2014M10","Variación en lo que va de año","06 Sanidad",0
"7240",7240,"2014M09","Variación en lo que va de año","06 Sanidad",-0.2
"7241",7241,"2014M08","Variación en lo que va de año","06 Sanidad",0.1
"7242",7242,"2014M07","Variación en lo que va de año","06 Sanidad",0
"7243",7243,"2014M06","Variación en lo que va de año","06 Sanidad",0.2
"7244",7244,"2014M05","Variación en lo que va de año","06 Sanidad",0.1
"7245",7245,"2014M04","Variación en lo que va de año","06 Sanidad",0.1
"7246",7246,"2014M03","Variación en lo que va de año","06 Sanidad",0.1
"7247",7247,"2014M02","Variación en lo que va de año","06 Sanidad",-0.1
"7248",7248,"2014M01","Variación en lo que va de año","06 Sanidad",0
"7249",7249,"2013M12","Variación en lo que va de año","06 Sanidad",0
"7250",7250,"2013M11","Variación en lo que va de año","06 Sanidad",0.2
"7251",7251,"2013M10","Variación en lo que va de año","06 Sanidad",0.3
"7252",7252,"2013M09","Variación en lo que va de año","06 Sanidad",0.2
"7253",7253,"2013M08","Variación en lo que va de año","06 Sanidad",0.3
"7254",7254,"2013M07","Variación en lo que va de año","06 Sanidad",0.3
"7255",7255,"2013M06","Variación en lo que va de año","06 Sanidad",0.1
"7256",7256,"2013M05","Variación en lo que va de año","06 Sanidad",0
"7257",7257,"2013M04","Variación en lo que va de año","06 Sanidad",-0.4
"7258",7258,"2013M03","Variación en lo que va de año","06 Sanidad",-0.4
"7259",7259,"2013M02","Variación en lo que va de año","06 Sanidad",-0.4
"7260",7260,"2013M01","Variación en lo que va de año","06 Sanidad",-1.2
"7261",7261,"2012M12","Variación en lo que va de año","06 Sanidad",13.3
"7262",7262,"2012M11","Variación en lo que va de año","06 Sanidad",13.4
"7263",7263,"2012M10","Variación en lo que va de año","06 Sanidad",13.3
"7264",7264,"2012M09","Variación en lo que va de año","06 Sanidad",13.1
"7265",7265,"2012M08","Variación en lo que va de año","06 Sanidad",8.8
"7266",7266,"2012M07","Variación en lo que va de año","06 Sanidad",9.6
"7267",7267,"2012M06","Variación en lo que va de año","06 Sanidad",-0.1
"7268",7268,"2012M05","Variación en lo que va de año","06 Sanidad",-0.1
"7269",7269,"2012M04","Variación en lo que va de año","06 Sanidad",-0.1
"7270",7270,"2012M03","Variación en lo que va de año","06 Sanidad",-0.1
"7271",7271,"2012M02","Variación en lo que va de año","06 Sanidad",-0.1
"7272",7272,"2012M01","Variación en lo que va de año","06 Sanidad",-0.1
"7273",7273,"2011M12","Variación en lo que va de año","06 Sanidad",-2.8
"7274",7274,"2011M11","Variación en lo que va de año","06 Sanidad",-2.9
"7275",7275,"2011M10","Variación en lo que va de año","06 Sanidad",-0.3
"7276",7276,"2011M09","Variación en lo que va de año","06 Sanidad",-0.5
"7277",7277,"2011M08","Variación en lo que va de año","06 Sanidad",-0.6
"7278",7278,"2011M07","Variación en lo que va de año","06 Sanidad",-0.1
"7279",7279,"2011M06","Variación en lo que va de año","06 Sanidad",0
"7280",7280,"2011M05","Variación en lo que va de año","06 Sanidad",-0.1
"7281",7281,"2011M04","Variación en lo que va de año","06 Sanidad",0
"7282",7282,"2011M03","Variación en lo que va de año","06 Sanidad",0.1
"7283",7283,"2011M02","Variación en lo que va de año","06 Sanidad",0
"7284",7284,"2011M01","Variación en lo que va de año","06 Sanidad",0
"7285",7285,"2010M12","Variación en lo que va de año","06 Sanidad",-1.2
"7286",7286,"2010M11","Variación en lo que va de año","06 Sanidad",-1.3
"7287",7287,"2010M10","Variación en lo que va de año","06 Sanidad",-1.1
"7288",7288,"2010M09","Variación en lo que va de año","06 Sanidad",-0.6
"7289",7289,"2010M08","Variación en lo que va de año","06 Sanidad",-0.6
"7290",7290,"2010M07","Variación en lo que va de año","06 Sanidad",-0.6
"7291",7291,"2010M06","Variación en lo que va de año","06 Sanidad",-0.6
"7292",7292,"2010M05","Variación en lo que va de año","06 Sanidad",-0.6
"7293",7293,"2010M04","Variación en lo que va de año","06 Sanidad",0.1
"7294",7294,"2010M03","Variación en lo que va de año","06 Sanidad",0.1
"7295",7295,"2010M02","Variación en lo que va de año","06 Sanidad",0.2
"7296",7296,"2010M01","Variación en lo que va de año","06 Sanidad",0.2
"7297",7297,"2009M12","Variación en lo que va de año","06 Sanidad",-1.3
"7298",7298,"2009M11","Variación en lo que va de año","06 Sanidad",-1.3
"7299",7299,"2009M10","Variación en lo que va de año","06 Sanidad",-1.4
"7300",7300,"2009M09","Variación en lo que va de año","06 Sanidad",-1.4
"7301",7301,"2009M08","Variación en lo que va de año","06 Sanidad",-1.5
"7302",7302,"2009M07","Variación en lo que va de año","06 Sanidad",-1.5
"7303",7303,"2009M06","Variación en lo que va de año","06 Sanidad",-1.5
"7304",7304,"2009M05","Variación en lo que va de año","06 Sanidad",-1.5
"7305",7305,"2009M04","Variación en lo que va de año","06 Sanidad",0.6
"7306",7306,"2009M03","Variación en lo que va de año","06 Sanidad",0.2
"7307",7307,"2009M02","Variación en lo que va de año","06 Sanidad",0.4
"7308",7308,"2009M01","Variación en lo que va de año","06 Sanidad",0.2
"7309",7309,"2008M12","Variación en lo que va de año","06 Sanidad",0.3
"7310",7310,"2008M11","Variación en lo que va de año","06 Sanidad",0.4
"7311",7311,"2008M10","Variación en lo que va de año","06 Sanidad",0.3
"7312",7312,"2008M09","Variación en lo que va de año","06 Sanidad",0.1
"7313",7313,"2008M08","Variación en lo que va de año","06 Sanidad",0.1
"7314",7314,"2008M07","Variación en lo que va de año","06 Sanidad",0
"7315",7315,"2008M06","Variación en lo que va de año","06 Sanidad",-0.2
"7316",7316,"2008M05","Variación en lo que va de año","06 Sanidad",-0.4
"7317",7317,"2008M04","Variación en lo que va de año","06 Sanidad",0.2
"7318",7318,"2008M03","Variación en lo que va de año","06 Sanidad",-0.4
"7319",7319,"2008M02","Variación en lo que va de año","06 Sanidad",0.8
"7320",7320,"2008M01","Variación en lo que va de año","06 Sanidad",0.4
"7321",7321,"2007M12","Variación en lo que va de año","06 Sanidad",-2.1
"7322",7322,"2007M11","Variación en lo que va de año","06 Sanidad",-2.2
"7323",7323,"2007M10","Variación en lo que va de año","06 Sanidad",-2.3
"7324",7324,"2007M09","Variación en lo que va de año","06 Sanidad",-2.5
"7325",7325,"2007M08","Variación en lo que va de año","06 Sanidad",-2.5
"7326",7326,"2007M07","Variación en lo que va de año","06 Sanidad",-2.5
"7327",7327,"2007M06","Variación en lo que va de año","06 Sanidad",-2.7
"7328",7328,"2007M05","Variación en lo que va de año","06 Sanidad",-2.8
"7329",7329,"2007M04","Variación en lo que va de año","06 Sanidad",-3
"7330",7330,"2007M03","Variación en lo que va de año","06 Sanidad",-3.4
"7331",7331,"2007M02","Variación en lo que va de año","06 Sanidad",0.5
"7332",7332,"2007M01","Variación en lo que va de año","06 Sanidad",0.2
"7333",7333,"2006M12","Variación en lo que va de año","06 Sanidad",1.7
"7334",7334,"2006M11","Variación en lo que va de año","06 Sanidad",1.6
"7335",7335,"2006M10","Variación en lo que va de año","06 Sanidad",1.5
"7336",7336,"2006M09","Variación en lo que va de año","06 Sanidad",1.4
"7337",7337,"2006M08","Variación en lo que va de año","06 Sanidad",1.3
"7338",7338,"2006M07","Variación en lo que va de año","06 Sanidad",1.3
"7339",7339,"2006M06","Variación en lo que va de año","06 Sanidad",1.1
"7340",7340,"2006M05","Variación en lo que va de año","06 Sanidad",0.9
"7341",7341,"2006M04","Variación en lo que va de año","06 Sanidad",0.7
"7342",7342,"2006M03","Variación en lo que va de año","06 Sanidad",0.3
"7343",7343,"2006M02","Variación en lo que va de año","06 Sanidad",0.7
"7344",7344,"2006M01","Variación en lo que va de año","06 Sanidad",0.3
"7345",7345,"2005M12","Variación en lo que va de año","06 Sanidad",0.7
"7346",7346,"2005M11","Variación en lo que va de año","06 Sanidad",0.7
"7347",7347,"2005M10","Variación en lo que va de año","06 Sanidad",0.7
"7348",7348,"2005M09","Variación en lo que va de año","06 Sanidad",0.7
"7349",7349,"2005M08","Variación en lo que va de año","06 Sanidad",0.6
"7350",7350,"2005M07","Variación en lo que va de año","06 Sanidad",0.6
"7351",7351,"2005M06","Variación en lo que va de año","06 Sanidad",0.4
"7352",7352,"2005M05","Variación en lo que va de año","06 Sanidad",0.3
"7353",7353,"2005M04","Variación en lo que va de año","06 Sanidad",0.1
"7354",7354,"2005M03","Variación en lo que va de año","06 Sanidad",-0.4
"7355",7355,"2005M02","Variación en lo que va de año","06 Sanidad",0.3
"7356",7356,"2005M01","Variación en lo que va de año","06 Sanidad",0.3
"7357",7357,"2004M12","Variación en lo que va de año","06 Sanidad",0.2
"7358",7358,"2004M11","Variación en lo que va de año","06 Sanidad",0.2
"7359",7359,"2004M10","Variación en lo que va de año","06 Sanidad",0.1
"7360",7360,"2004M09","Variación en lo que va de año","06 Sanidad",0
"7361",7361,"2004M08","Variación en lo que va de año","06 Sanidad",0
"7362",7362,"2004M07","Variación en lo que va de año","06 Sanidad",-0.1
"7363",7363,"2004M06","Variación en lo que va de año","06 Sanidad",-0.3
"7364",7364,"2004M05","Variación en lo que va de año","06 Sanidad",-0.5
"7365",7365,"2004M04","Variación en lo que va de año","06 Sanidad",-0.5
"7366",7366,"2004M03","Variación en lo que va de año","06 Sanidad",-0.8
"7367",7367,"2004M02","Variación en lo que va de año","06 Sanidad",-1
"7368",7368,"2004M01","Variación en lo que va de año","06 Sanidad",0.3
"7369",7369,"2003M12","Variación en lo que va de año","06 Sanidad",2
"7370",7370,"2003M11","Variación en lo que va de año","06 Sanidad",2
"7371",7371,"2003M10","Variación en lo que va de año","06 Sanidad",1.9
"7372",7372,"2003M09","Variación en lo que va de año","06 Sanidad",1.8
"7373",7373,"2003M08","Variación en lo que va de año","06 Sanidad",1.8
"7374",7374,"2003M07","Variación en lo que va de año","06 Sanidad",1.7
"7375",7375,"2003M06","Variación en lo que va de año","06 Sanidad",1.6
"7376",7376,"2003M05","Variación en lo que va de año","06 Sanidad",1.5
"7377",7377,"2003M04","Variación en lo que va de año","06 Sanidad",1.4
"7378",7378,"2003M03","Variación en lo que va de año","06 Sanidad",0.6
"7379",7379,"2003M02","Variación en lo que va de año","06 Sanidad",0.3
"7380",7380,"2003M01","Variación en lo que va de año","06 Sanidad",0.3
"7381",7381,"2002M12","Variación en lo que va de año","06 Sanidad",2.6
"7382",7382,"2002M11","Variación en lo que va de año","06 Sanidad",2.5
"7383",7383,"2002M10","Variación en lo que va de año","06 Sanidad",2.4
"7384",7384,"2002M09","Variación en lo que va de año","06 Sanidad",2.3
"7385",7385,"2002M08","Variación en lo que va de año","06 Sanidad",2.2
"7386",7386,"2002M07","Variación en lo que va de año","06 Sanidad",2.1
"7387",7387,"2002M06","Variación en lo que va de año","06 Sanidad",1.9
"7388",7388,"2002M05","Variación en lo que va de año","06 Sanidad",1.6
"7389",7389,"2002M04","Variación en lo que va de año","06 Sanidad",2.1
"7390",7390,"2002M03","Variación en lo que va de año","06 Sanidad",1.6
"7391",7391,"2002M02","Variación en lo que va de año","06 Sanidad",1.2
"7392",7392,"2002M01","Variación en lo que va de año","06 Sanidad",0.5
"7393",7393,"2023M12","Índice","07 Transporte",111.137
"7394",7394,"2023M11","Índice","07 Transporte",112.508
"7395",7395,"2023M10","Índice","07 Transporte",114.176
"7396",7396,"2023M09","Índice","07 Transporte",115.17
"7397",7397,"2023M08","Índice","07 Transporte",113.997
"7398",7398,"2023M07","Índice","07 Transporte",110.807
"7399",7399,"2023M06","Índice","07 Transporte",110.153
"7400",7400,"2023M05","Índice","07 Transporte",109.471
"7401",7401,"2023M04","Índice","07 Transporte",111.156
"7402",7402,"2023M03","Índice","07 Transporte",110.399
"7403",7403,"2023M02","Índice","07 Transporte",110.398
"7404",7404,"2023M01","Índice","07 Transporte",111.388
"7405",7405,"2022M12","Índice","07 Transporte",106.957
"7406",7406,"2022M11","Índice","07 Transporte",112.539
"7407",7407,"2022M10","Índice","07 Transporte",112.593
"7408",7408,"2022M09","Índice","07 Transporte",110.984
"7409",7409,"2022M08","Índice","07 Transporte",112.614
"7410",7410,"2022M07","Índice","07 Transporte",116.952
"7411",7411,"2022M06","Índice","07 Transporte",119.21
"7412",7412,"2022M05","Índice","07 Transporte",113.642
"7413",7413,"2022M04","Índice","07 Transporte",110.466
"7414",7414,"2022M03","Índice","07 Transporte",116.015
"7415",7415,"2022M02","Índice","07 Transporte",108.36
"7416",7416,"2022M01","Índice","07 Transporte",105.464
"7417",7417,"2021M12","Índice","07 Transporte",103.494
"7418",7418,"2021M11","Índice","07 Transporte",104.452
"7419",7419,"2021M10","Índice","07 Transporte",103.442
"7420",7420,"2021M09","Índice","07 Transporte",101.446
"7421",7421,"2021M08","Índice","07 Transporte",100.971
"7422",7422,"2021M07","Índice","07 Transporte",100.681
"7423",7423,"2021M06","Índice","07 Transporte",100.015
"7424",7424,"2021M05","Índice","07 Transporte",98.943
"7425",7425,"2021M04","Índice","07 Transporte",97.889
"7426",7426,"2021M03","Índice","07 Transporte",97.828
"7427",7427,"2021M02","Índice","07 Transporte",96.076
"7428",7428,"2021M01","Índice","07 Transporte",94.764
"7429",7429,"2020M12","Índice","07 Transporte",93.328
"7430",7430,"2020M11","Índice","07 Transporte",91.994
"7431",7431,"2020M10","Índice","07 Transporte",92.101
"7432",7432,"2020M09","Índice","07 Transporte",92.374
"7433",7433,"2020M08","Índice","07 Transporte",92.825
"7434",7434,"2020M07","Índice","07 Transporte",92.824
"7435",7435,"2020M06","Índice","07 Transporte",91.86
"7436",7436,"2020M05","Índice","07 Transporte",90.44
"7437",7437,"2020M04","Índice","07 Transporte",91.173
"7438",7438,"2020M03","Índice","07 Transporte",94.243
"7439",7439,"2020M02","Índice","07 Transporte",97.272
"7440",7440,"2020M01","Índice","07 Transporte",97.926
"7441",7441,"2019M12","Índice","07 Transporte",97.617
"7442",7442,"2019M11","Índice","07 Transporte",96.952
"7443",7443,"2019M10","Índice","07 Transporte",97.071
